YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.4,41.4,,,39.1,43.6,4510,,,,Male,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Gender,Male,GEN,MALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.8,41.8,,,38.1,45.7,1217,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.1,42.1,,,37.9,46.3,972,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,42.7,42.7,,,40.1,45.4,3404,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.7,43.7,,,33.8,54.2,176,,,,,,2 or more races,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,45.1,45.1,,,40.6,49.7,1073,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Education,Less than high school,EDU,EDUHS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,45.4,45.4,,,41.2,49.7,1428,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,47.3,47.3,,,41.6,53,463,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q018,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.6,22.6,,,21.3,23.8,11219,Total,,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Total,Total,OVR,OVERALL
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.6,24.6,,,22.7,26.7,4436,,,,Male,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Gender,Male,GEN,MALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.6,20.6,,,19.1,22.2,6783,,,,Female,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Gender,Female,GEN,FEMALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,33.1,33.1,,,29,37.6,1038,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Education,Less than high school,EDU,EDUHS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.3,26.3,,,24,28.7,3332,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.3,21.3,,,19.1,23.8,3107,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.7,13.7,,,12.2,15.4,3705,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,33.8,33.8,,,28.6,39.4,455,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.2,23.2,,,19.7,27.1,963,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.1,21.1,,,18.2,24.4,1203,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,22.7,22.7,,,20,25.6,1881,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.1,18.1,,,15.9,20.5,2442,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.4,20.4,,,18.6,22.3,4275,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,33.9,33.9,,,29.8,38.2,1378,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.8,26.8,,,23.8,30,2010,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.2,24.2,,,20.7,28.1,1240,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.5,20.5,,,17.3,24,1463,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.6,15.6,,,13.1,18.4,2158,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.7,23.7,,,20.4,27.4,1524,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Income,Data not reported,INC,INCNR
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.9,19.9,,,18.6,21.2,8599,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.1,26.1,,,24.1,28.2,4573,,,,Female,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Gender,Female,GEN,FEMALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,36.6,36.6,,,31.9,41.4,962,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.8,21.8,,,18.7,25.1,1034,,,,,,Hispanic,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.3,21.3,,,12.6,33.6,102,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.2,14.2,,,7.6,25,90,,,,,,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.4,25.4,,,17.3,35.6,175,,,,,,2 or more races,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,52.8,52.8,,,51.4,54.3,11100,Total,,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Total,Total,OVR,OVERALL
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,56,56,,,53.8,58.3,4417,,,,Male,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Gender,Male,GEN,MALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,49.8,49.8,,,47.9,51.7,6683,,,,Female,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Gender,Female,GEN,FEMALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.5,39.5,,,35.1,44.2,1067,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Education,Less than high school,EDU,EDUHS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,49.7,49.7,,,47,52.4,3325,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,54.9,54.9,,,52.1,57.6,3054,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,62,62,,,59.7,64.4,3614,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,59.8,59.8,,,54,65.3,449,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,53.2,53.2,,,49,57.5,950,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,46.8,46.8,,,43,50.7,1176,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,52.1,52.1,,,48.7,55.4,1849,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q043,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
